Patient_ID,First_Name,Last_Name,SSN,Age,Gender,Blood_Type,Admission_Type,Diagnosis,Systolic_BP,Diastolic_BP,Heart_Rate,Glucose_Level,BMI,Readmission_Risk
PID-4049,Stephanie,Stafford,730-41-1196,79,Male,A-,Urgent,COPD,173,79,64,154.73,,High
PID-4050,Jennifer,Simpson,585-82-0256,27,Male,B-,Urgent,Asthma,169,84,103,144.53,27.3,Low
PID-4051,Brandon,James,706-15-4759,37,Female,A-,Elective,Heart Failure,175,74,70,139.81,34.7,Moderate
PID-4052,Adam,Allen,834-43-2901,41,Female,O+,Urgent,COPD,159,76,87,107.64,22.3,Moderate
PID-4053,Valerie,Serrano,381-52-0734,38,Female,AB-,Urgent,Diabetes Type 2,147,93,90,90.17,26.6,Low
PID-4054,Eric,George,637-86-4231,60,Male,O-,Emergency,Diabetes Type 2,100,92,105,145.98,37.6,Low
PID-4055,Nicole,Henderson,585-91-5075,73,Male,A+,Urgent,Asthma,90,80,81,152.06,26.9,Low
PID-4056,Jamie,Johns,755-35-6705,82,Female,A-,Urgent,Diabetes Type 2,140,69,74,126.28,23.2,Moderate
PID-4057,Hannah,Perry,424-49-4557,46,Male,AB+,Emergency,Heart Failure,136,86,84,124.48,25.3,Moderate
PID-4058,Megan,Lopez,798-63-4153,58,Male,A+,Emergency,Diabetes Type 2,154,64,100,125.1,,Low
PID-4059,Carol,Sims,405-06-7359,75,Male,B+,Urgent,Diabetes Type 2,137,77,61,83.51,25.7,Low
PID-4060,David,Norris,073-82-1875,33,Female,A-,Elective,Heart Failure,124,106,102,90.93,34.4,Low
PID-4061,Darius,Barrera,501-09-3005,50,Female,AB+,Elective,Pneumonia,167,83,70,89.55,31.1,Low
PID-4062,Amanda,Jackson,758-33-6525,24,Male,O+,Urgent,Hypertension,125,69,108,129.72,39.6,Low
PID-4063,Justin,Mitchell,877-73-4285,24,Female,A+,Urgent,Asthma,101,100,109,112.76,29.0,Low
PID-4064,Daniel,Wilson,843-26-1418,42,Male,AB-,Elective,Heart Failure,170,112,92,117.87,,Moderate
PID-4065,Angela,Jimenez,131-67-0585,83,Female,A-,Elective,Heart Failure,98,62,75,145.94,24.3,High
PID-4066,Taylor,Rodriguez,235-05-6359,72,Female,O-,Emergency,Asthma,129,85,97,122.09,28.2,Low
PID-4067,Jack,Farmer,826-09-3961,59,Female,O-,Elective,Pneumonia,127,113,72,127.71,21.5,Low
PID-4068,Ryan,Wood,757-19-7243,41,Male,A-,Elective,Diabetes Type 2,119,65,97,141.27,27.1,Low
PID-4069,Carla,Williams,516-99-3097,40,Female,O-,Emergency,Diabetes Type 2,125,116,60,124.87,36.6,Low
PID-4070,Kayla,Hardy,045-73-0233,31,Female,O+,Emergency,Diabetes Type 2,170,93,106,116.58,,Low
PID-4071,Stacy,Peterson,257-23-5737,46,Male,A+,Urgent,COPD,171,99,107,119.66,24.5,Moderate
PID-4072,Steven,Valenzuela,058-51-6227,33,Male,AB+,Urgent,Heart Failure,146,92,69,142.43,23.2,Low
PID-4073,Eric,Carter,066-29-3015,50,Male,A-,Urgent,Hypertension,117,91,75,115.97,31.1,Low
PID-4074,Courtney,Rogers,739-57-0415,23,Male,AB+,Emergency,Heart Failure,138,86,71,117.19,,Low
PID-4075,Monica,Jones,252-78-8660,38,Female,A-,Urgent,Heart Failure,122,76,88,109.63,24.8,Moderate
PID-4076,Keith,Martin,561-41-0930,35,Male,O-,Elective,Diabetes Type 2,136,111,72,104.1,35.4,Low
PID-4077,Daniel,Brown,531-69-0287,20,Female,B+,Elective,Asthma,111,86,62,77.99,,Low
PID-4078,Christine,Jackson,330-48-0630,50,Male,AB-,Urgent,Diabetes Type 2,91,70,105,145.3,24.6,Low
PID-4079,Douglas,Garcia,240-01-6246,55,Female,O-,Urgent,Diabetes Type 2,116,113,98,93.02,21.2,Low
PID-4080,Adam,Brown,397-99-9289,38,Male,B+,Emergency,Pneumonia,168,89,89,152.2,21.8,Low
PID-4081,David,Walker,644-05-9235,53,Male,O-,Elective,Heart Failure,95,116,101,144.44,26.1,Moderate
PID-4082,Amy,Smith,844-61-9364,35,Female,AB-,Urgent,Pneumonia,172,108,109,93.8,31.8,Low
PID-4083,Deanna,Campbell,631-50-7368,76,Female,A+,Elective,Heart Failure,165,103,83,116.5,32.8,High
PID-4084,Renee,Young,503-79-4097,65,Female,A-,Emergency,Pneumonia,103,76,108,121.79,34.1,Low
PID-4085,Michael,Travis,466-62-2510,89,Female,O+,Urgent,Heart Failure,170,75,75,128.96,30.2,High
PID-4086,Shawn,Suarez,230-19-4700,68,Male,A+,Emergency,Pneumonia,145,75,105,117.72,29.6,Low
PID-4087,Dana,Thompson,398-33-2627,65,Male,B-,Elective,Asthma,130,93,88,122.41,38.9,Low
PID-4088,Micheal,Smith,825-39-2360,83,Female,AB+,Elective,COPD,116,91,69,202.76,22.1,High
PID-4089,Brad,Jenkins,555-30-6591,56,Male,O+,Emergency,COPD,107,68,67,111.85,19.0,Moderate
PID-4090,David,Sims,214-52-6900,59,Male,B+,Elective,Diabetes Type 2,93,79,87,101.88,38.0,Low
PID-4091,Nicole,Murray,464-57-6365,74,Female,AB-,Emergency,Pneumonia,136,72,75,159.58,39.4,Low
PID-4092,Steven,Morgan,682-52-2181,82,Male,AB+,Urgent,Pneumonia,170,75,96,100.25,29.4,Moderate
PID-4093,Jennifer,Harris,223-92-3129,68,Female,AB-,Emergency,Diabetes Type 2,141,65,87,125.22,26.8,Low
PID-4094,Ashley,Gould,747-85-5955,30,Male,O-,Elective,Diabetes Type 2,130,71,109,113.65,20.5,Low
PID-4095,Rachel,Kelley,783-53-6141,71,Male,O+,Urgent,Diabetes Type 2,155,67,101,96.82,22.4,Low
PID-4096,Dawn,Lewis,145-61-1781,77,Male,B+,Urgent,Diabetes Type 2,152,67,62,78.42,30.4,Moderate
PID-4097,Amy,Chavez,853-80-6753,79,Male,A-,Urgent,Heart Failure,97,106,90,119.81,25.0,High
PID-4098,Brent,Robinson,565-21-6297,62,Female,AB-,Emergency,Asthma,142,104,90,121.56,26.3,Low
PID-4099,Sharon,Reynolds,454-04-3383,63,Female,O+,Emergency,Pneumonia,99,108,88,123.82,32.4,Low
PID-4100,Paul,Estrada,280-96-9231,29,Female,B-,Urgent,Pneumonia,138,82,70,102.35,35.2,Low
PID-4101,Kayla,Davidson,589-26-2469,42,Female,O-,Urgent,Heart Failure,98,71,70,93.36,33.3,Moderate
PID-4102,Robert,Mcdonald,889-95-2140,45,Male,B+,Elective,Asthma,97,69,84,102.41,39.8,Low
PID-4103,Kathryn,Tucker,626-98-8694,77,Female,B+,Emergency,Asthma,161,62,77,146.36,37.9,Moderate
PID-4104,Jill,Liu,693-13-1071,34,Female,A-,Elective,Heart Failure,142,87,109,127.21,29.6,Moderate
PID-4105,Christopher,Smith,883-07-5432,64,Female,A-,Urgent,Pneumonia,160,103,107,175.17,38.1,Low
PID-4106,Melissa,Edwards,366-26-2468,54,Male,A+,Elective,Asthma,164,61,81,124.73,38.3,Low
PID-4107,Susan,Parker,068-47-5170,39,Female,AB-,Elective,Heart Failure,163,105,99,84.69,24.9,Moderate
PID-4108,Brandy,Clayton,487-44-2871,63,Female,O-,Urgent,Hypertension,173,87,82,144.48,32.3,Low
PID-4109,Keith,Garcia,576-21-2491,80,Male,AB-,Emergency,Heart Failure,155,75,99,155.29,22.1,High
PID-4110,Frank,Wilson,634-53-2594,72,Female,A-,Elective,COPD,102,92,78,116.65,35.1,Moderate
PID-4111,Anna,Fuller,717-36-4087,60,Female,B-,Elective,Hypertension,106,63,88,140.25,38.3,Low
PID-4112,Theresa,Beck,151-57-1591,61,Female,B-,Elective,Diabetes Type 2,166,64,65,79.01,38.5,Low
PID-4113,Katelyn,Taylor,391-61-6216,63,Male,O+,Elective,Hypertension,99,63,62,119.32,25.4,Low
PID-4114,Thomas,Wang,601-89-5938,78,Female,B-,Urgent,Asthma,127,91,82,150.18,22.7,Moderate
PID-4115,Sarah,Richards,187-58-0326,51,Male,AB+,Emergency,Asthma,177,60,71,125.63,28.5,Low
PID-4116,Tara,Potts,581-45-5567,26,Female,AB-,Emergency,Asthma,117,73,86,130.4,27.1,Low
PID-4117,Vanessa,Tanner,071-23-2211,71,Male,AB+,Urgent,Pneumonia,176,95,92,113.73,23.0,Low
PID-4118,Claire,Byrd,154-15-3230,73,Female,O-,Elective,Diabetes Type 2,106,69,82,100.7,26.7,Low
PID-4119,Suzanne,Flores,729-11-5812,58,Female,AB+,Urgent,Asthma,91,78,75,124.83,21.2,Low
PID-4120,Carrie,Lloyd,017-80-9672,18,Female,AB+,Urgent,Diabetes Type 2,91,107,86,102.38,39.3,Low
PID-4121,Robert,Jackson,872-33-3147,30,Male,O+,Emergency,Heart Failure,137,109,67,86.85,35.4,Low
PID-4122,William,Hendrix,025-63-5220,62,Female,O-,Urgent,Heart Failure,178,118,98,145.28,39.9,Moderate
PID-4123,Rebecca,Williams,245-90-5024,66,Female,O+,Emergency,COPD,133,94,86,176.5,33.6,Moderate
PID-4124,Jose,Ferrell,346-06-4471,68,Female,O-,Urgent,Asthma,146,117,87,131.68,34.2,Low
PID-4125,Karen,Wolf,470-85-1315,54,Female,AB-,Emergency,Heart Failure,109,72,70,133.1,25.7,Moderate
PID-4126,Mason,Johnson,893-80-0175,36,Male,A+,Emergency,Hypertension,145,104,63,132.42,33.1,Low
PID-4127,Jessica,Smith,390-26-7703,31,Female,AB+,Emergency,Pneumonia,133,97,78,119.08,36.4,Low
PID-4128,Norman,Johnson,689-35-6147,40,Female,A+,Urgent,Diabetes Type 2,153,87,107,87.08,27.4,Low
PID-4129,Matthew,Pratt,875-55-6672,66,Male,AB-,Urgent,Pneumonia,136,110,98,138.18,31.5,Low
PID-4130,Jasmine,Anderson,355-93-4286,23,Female,B-,Emergency,Heart Failure,172,112,71,106.19,35.0,Low
PID-4131,Andrea,Burns,274-11-7371,56,Female,AB-,Emergency,COPD,132,77,105,117.06,23.9,Moderate
PID-4132,Samantha,Miller,683-41-8337,22,Female,B+,Elective,Diabetes Type 2,93,103,88,111.29,24.8,Low
PID-4133,Paula,Johnson,132-98-1754,39,Male,A-,Urgent,Diabetes Type 2,161,115,77,52.96,28.1,Low
PID-4134,John,Thompson,067-20-9371,48,Female,A-,Emergency,Heart Failure,119,75,61,99.33,38.6,Moderate
PID-4135,Laurie,Maxwell,885-10-0159,26,Female,B-,Elective,Diabetes Type 2,143,76,68,186.92,38.1,Low
PID-4136,Jennifer,Doyle,350-80-1154,41,Male,AB+,Emergency,Diabetes Type 2,128,70,67,143.89,,Low
PID-4137,Eric,Sims,893-59-5422,41,Female,O+,Elective,Heart Failure,169,78,90,124.99,22.0,Moderate
PID-4138,Kristi,Rodriguez,125-08-2273,87,Male,O+,Urgent,Pneumonia,121,98,107,86.01,24.7,Moderate
PID-4139,James,Reese,084-24-1503,73,Male,O+,Urgent,Asthma,124,97,76,129.74,33.2,Low
PID-4140,Jennifer,Davis,444-88-3819,87,Male,AB+,Emergency,COPD,100,107,86,91.55,30.3,High
PID-4141,Jason,Love,397-42-8673,38,Female,AB-,Elective,Heart Failure,148,110,93,127.9,,Moderate
PID-4142,James,Roth,726-64-9920,75,Female,B-,Elective,Heart Failure,137,113,77,62.44,19.5,Moderate
PID-4143,Jasmin,Harrison,750-87-9697,60,Male,O+,Emergency,COPD,97,64,68,72.26,19.2,Moderate
PID-4144,Michelle,Brown,190-65-0104,45,Male,AB-,Elective,Diabetes Type 2,135,63,83,99.24,34.4,Low
PID-4145,Christopher,Mccann,270-19-8881,27,Male,AB+,Emergency,Asthma,119,110,84,158.71,37.4,Low
PID-4146,Barbara,Lopez,127-90-1242,80,Female,B-,Urgent,Pneumonia,160,106,79,98.26,23.2,Moderate
PID-4147,Jacob,Allison,775-30-2662,43,Female,A+,Elective,Asthma,99,93,73,165.41,38.3,Low
PID-4148,Ralph,Huff,304-77-6755,27,Female,A+,Elective,Heart Failure,146,109,74,104.37,34.6,Low
PID-4149,William,Mitchell,437-33-5649,19,Female,A-,Elective,Heart Failure,134,90,73,122.41,33.8,Low
PID-4150,Jill,Schmidt,671-88-4124,32,Male,AB-,Elective,Hypertension,103,90,88,126.32,27.7,Low
PID-4151,Juan,Martin,064-09-8093,66,Male,B-,Emergency,Diabetes Type 2,146,75,95,113.36,31.8,Low
PID-4152,Max,Quinn,635-97-7047,25,Female,B-,Emergency,Pneumonia,156,78,105,101.89,37.6,Low
PID-4153,Christopher,Duran,734-58-0197,72,Male,A+,Elective,Pneumonia,143,76,101,181.19,30.4,Low
PID-4154,Tiffany,Craig,327-76-5923,65,Female,B+,Elective,Heart Failure,173,81,65,133.97,31.7,Moderate
PID-4155,Helen,Jacobs,068-73-4300,22,Female,B+,Emergency,Hypertension,109,113,74,86.25,19.5,Low
PID-4156,Jessica,Flores,367-96-7872,47,Male,A-,Emergency,COPD,113,82,68,113.12,30.6,Moderate
PID-4157,Mitchell,Evans,501-41-8945,31,Male,B+,Elective,COPD,137,88,109,109.75,20.9,Low
PID-4158,Yvette,Lee,602-22-0700,27,Female,B-,Emergency,Diabetes Type 2,160,84,86,94.38,23.9,Low
PID-4159,Hannah,Ortiz,473-42-6607,43,Male,A-,Emergency,COPD,170,82,67,178.86,30.3,Moderate
PID-4160,Steven,Nolan,464-20-2328,74,Female,A-,Elective,Diabetes Type 2,141,117,91,136.18,37.2,Low
PID-4161,Joann,Cruz,026-18-5190,79,Female,B+,Emergency,Asthma,138,96,79,80.58,29.1,Moderate
PID-4162,Patrick,Berg,153-52-5992,39,Male,A+,Elective,Diabetes Type 2,95,102,93,142.71,34.2,Low
PID-4163,Alexis,Moody,678-23-2475,62,Female,A+,Urgent,COPD,169,63,71,68.28,26.5,Moderate
PID-4164,Brittany,White,098-03-6411,80,Male,B+,Emergency,Heart Failure,107,113,107,112.63,,High
PID-4165,Thomas,Nelson,203-03-8149,42,Male,B-,Urgent,Diabetes Type 2,123,83,97,133.61,37.0,Low
PID-4166,Philip,Torres,875-71-4550,22,Female,B-,Elective,Heart Failure,125,113,83,71.48,20.1,Low
PID-4167,Jeremy,Tucker,742-64-7092,21,Male,B-,Emergency,Asthma,163,111,60,132.18,23.8,Low
PID-4168,Ryan,York,500-86-0980,54,Male,O+,Emergency,Pneumonia,156,106,90,119.68,,Low
PID-4169,Michael,Rodriguez,332-91-7811,64,Female,O-,Urgent,COPD,116,110,79,148.08,23.2,Moderate
PID-4170,Cathy,Thomas,532-64-3546,30,Female,O-,Urgent,COPD,152,103,83,81.84,19.4,Low
PID-4171,Robert,Smith,316-81-2599,27,Female,O+,Elective,COPD,154,108,72,89.56,22.3,Low
PID-4172,Matthew,Collins,634-55-1997,19,Female,O-,Emergency,Diabetes Type 2,155,98,100,114.33,24.8,Low
PID-4173,Carol,Moreno,350-93-6118,54,Male,AB-,Elective,Pneumonia,162,83,72,128.5,19.0,Low
PID-4174,Lindsay,Shields,379-73-7759,58,Female,O+,Elective,Heart Failure,163,110,101,161.56,20.5,Moderate
PID-4175,Bryan,West,428-32-3432,21,Female,B-,Emergency,Heart Failure,149,109,98,111.47,19.5,Low
PID-4176,Shirley,Barker,893-41-7802,23,Male,B+,Urgent,Heart Failure,103,65,73,134.57,28.4,Low
PID-4177,Kristin,Peters,592-43-3185,25,Female,B+,Emergency,Diabetes Type 2,163,75,85,183.21,26.1,Low
PID-4178,Rachel,Sheppard,801-81-9377,62,Female,O-,Elective,Hypertension,173,76,78,60.33,22.4,Low
PID-4179,Teresa,Perez,608-79-3884,46,Female,B-,Elective,Hypertension,103,76,72,120.91,33.3,Low
PID-4180,Lisa,Wright,577-61-0318,80,Male,B+,Urgent,Diabetes Type 2,122,88,96,120.01,36.9,Moderate
PID-4181,Lawrence,Gilmore,394-97-2431,22,Female,A+,Elective,Hypertension,142,83,93,103.28,33.1,Low
PID-4182,Cindy,Miller,503-60-9873,47,Female,O+,Emergency,Asthma,149,115,68,162.01,29.0,Low
PID-4183,Rachel,Valentine,746-35-1097,49,Female,O-,Emergency,COPD,138,107,77,76.51,23.8,Moderate
PID-4184,Shannon,Waters,811-99-4526,50,Female,AB-,Elective,Pneumonia,139,63,79,118.52,31.1,Low
PID-4185,Jennifer,Cox,797-08-7762,45,Male,A-,Emergency,Pneumonia,92,65,104,115.65,28.1,Low
PID-4186,John,Schultz,336-46-7907,78,Female,A+,Urgent,Pneumonia,154,65,83,158.32,24.9,Moderate
PID-4187,Anna,Bowers,328-63-5148,42,Female,O-,Elective,Pneumonia,99,94,84,54.2,26.4,Low
PID-4188,Cassandra,Herrera,844-83-3084,29,Female,AB-,Elective,Hypertension,93,101,85,117.88,19.2,Low
PID-4189,Susan,Harper,124-38-0993,70,Male,O-,Elective,Heart Failure,173,116,100,109.25,33.6,Moderate
PID-4190,Jill,Lee,819-65-4628,45,Male,A-,Emergency,Asthma,105,80,72,110.0,23.0,Low
PID-4191,John,Bennett,718-02-4886,87,Female,O-,Urgent,Hypertension,127,113,72,102.22,35.1,Moderate
PID-4192,Jose,Thomas,026-04-6905,64,Female,B+,Emergency,Diabetes Type 2,101,112,92,126.72,27.7,Low
PID-4193,Christian,Marshall,152-58-6260,51,Female,O+,Emergency,Hypertension,110,103,96,132.99,,Low
PID-4194,Angela,Wheeler,777-41-1766,61,Female,B+,Emergency,Pneumonia,176,92,61,164.02,37.5,Low
PID-4195,Sharon,Bryant,203-91-9938,37,Male,B+,Elective,Heart Failure,115,75,65,96.1,29.5,Moderate
PID-4196,Shawn,Martin,132-42-0278,40,Female,A+,Emergency,Diabetes Type 2,131,96,67,157.56,22.3,Low
PID-4197,David,Parrish,566-62-6043,49,Male,O-,Emergency,Hypertension,106,97,76,116.31,37.2,Low
PID-4198,Donald,Decker,385-71-0418,66,Male,O-,Emergency,Asthma,150,108,72,66.56,23.2,Low
PID-4199,Cristina,Lucas,406-23-5352,23,Female,AB-,Elective,Hypertension,150,73,75,138.46,31.6,Low
PID-4200,Christie,Hodges,660-37-5309,64,Female,AB-,Urgent,COPD,174,109,89,140.48,18.7,Moderate
PID-4201,Ariel,Carroll,524-08-2161,20,Male,AB+,Urgent,Asthma,90,62,96,123.35,34.7,Low
PID-4202,Tyler,Mcintosh,144-20-1676,66,Male,A+,Elective,Diabetes Type 2,156,114,63,105.5,39.5,Low
PID-4203,Alexandra,Bentley,241-12-5904,80,Female,AB+,Elective,COPD,155,90,106,119.15,35.6,High
PID-4204,Teresa,Morgan,423-44-1140,63,Female,AB+,Elective,Pneumonia,178,117,105,76.43,36.4,Low
PID-4205,Travis,Gardner,538-54-6488,31,Male,B-,Emergency,COPD,134,72,97,105.55,29.0,Low
PID-4206,Heather,Kelley,092-27-7349,49,Male,B+,Emergency,Heart Failure,147,99,65,120.72,33.6,Moderate
PID-4207,Erik,Farmer,890-34-3726,55,Female,O+,Elective,Heart Failure,92,107,64,161.61,23.8,Moderate
PID-4208,John,Newman,572-04-0860,51,Female,B-,Emergency,Pneumonia,128,107,83,130.34,36.2,Low
PID-4209,Dawn,Terry,491-06-0692,24,Male,A+,Elective,Hypertension,107,65,109,134.25,26.9,Low
PID-4210,Jeffery,Hall,157-18-8202,51,Female,O+,Elective,Diabetes Type 2,140,100,88,160.78,38.3,Low
PID-4211,Luis,Hughes,650-86-6485,76,Female,A-,Elective,Hypertension,100,79,95,79.01,39.9,Moderate
PID-4212,Andrew,Cannon,505-04-6799,75,Female,B-,Elective,Heart Failure,127,84,75,152.95,26.6,Moderate
PID-4213,Andrea,Williams,604-05-3422,89,Male,B-,Urgent,Hypertension,115,101,109,105.7,19.6,Moderate
PID-4214,Jerome,Henry,358-90-1321,74,Female,AB-,Urgent,Diabetes Type 2,91,94,93,117.1,30.8,Low
PID-4215,Bonnie,Richardson,849-22-6508,65,Male,A-,Emergency,Pneumonia,91,70,103,114.55,26.1,Low
PID-4216,Jason,Herrera,643-96-4611,76,Male,O+,Elective,Diabetes Type 2,127,84,102,112.27,21.2,Moderate
PID-4217,Joseph,Brooks,398-21-3303,76,Male,A+,Elective,Pneumonia,94,92,64,142.72,34.8,Moderate
PID-4218,Karen,Scott,201-42-4266,46,Male,AB-,Urgent,Hypertension,107,88,65,134.36,24.5,Low
PID-4219,Philip,Santos,463-04-7300,48,Female,A-,Emergency,Asthma,151,115,70,124.68,25.5,Low
PID-4220,Carrie,Curtis,525-99-6647,44,Female,A-,Emergency,Hypertension,172,116,104,96.82,29.8,Low
PID-4221,James,Rodriguez,397-14-3369,61,Male,A+,Emergency,Pneumonia,168,89,99,105.85,30.8,Low
PID-4222,James,Hudson,766-39-3512,82,Female,A-,Elective,Heart Failure,118,112,89,162.7,19.5,High
PID-4223,Olivia,Meyers,370-60-0891,25,Male,AB+,Emergency,COPD,140,95,101,116.0,23.4,Low
PID-4224,Deborah,Hall,864-33-3553,53,Female,A-,Elective,Diabetes Type 2,145,95,84,51.44,38.5,Low
PID-4225,William,Collins,222-24-5472,42,Female,O+,Elective,Pneumonia,153,119,108,102.75,18.8,Low
PID-4226,Jamie,Arroyo,398-93-5364,69,Female,AB-,Urgent,Heart Failure,145,63,99,111.99,38.0,Moderate
PID-4227,Stephen,Myers,772-22-8056,27,Female,B-,Elective,Heart Failure,112,110,108,146.07,38.0,Low
PID-4228,Timothy,Carlson,815-86-4072,46,Male,O-,Emergency,Diabetes Type 2,147,105,86,40.92,32.3,Low
PID-4229,Chris,Rodriguez,001-04-0820,31,Male,A+,Urgent,Pneumonia,123,76,80,93.32,37.7,Low
PID-4230,Mercedes,Arroyo,001-39-7292,75,Male,O-,Emergency,Pneumonia,168,67,91,125.45,33.5,Low
PID-4231,Patrick,Carroll,164-13-0878,49,Male,AB-,Urgent,Hypertension,100,81,93,112.43,39.5,Low
PID-4232,Micheal,Brewer,434-95-6109,36,Male,O-,Elective,Asthma,143,77,96,140.97,28.0,Low
PID-4233,Charles,Butler,023-39-0574,68,Female,B-,Elective,Asthma,94,65,72,69.75,23.9,Low
PID-4234,Rachel,Turner,270-59-3354,73,Female,O+,Emergency,Diabetes Type 2,178,105,63,168.22,26.8,Low
PID-4235,David,Fields,699-04-7808,59,Male,AB+,Elective,Pneumonia,100,68,70,165.16,28.7,Low
PID-4236,Greg,Rodriguez,743-31-7459,44,Female,O+,Urgent,Heart Failure,147,85,67,64.16,24.2,Moderate
PID-4237,Molly,Riley,571-35-4425,75,Female,AB-,Urgent,Diabetes Type 2,102,68,87,130.81,24.6,Low
PID-4238,Andrew,Hart,065-94-2512,75,Female,AB-,Urgent,Asthma,106,68,71,67.78,21.5,Low
PID-4239,Jason,Sanders,387-04-0609,54,Male,B+,Elective,Pneumonia,92,93,67,108.03,26.7,Low
PID-4240,Tyler,Rivas,423-23-0218,58,Female,B+,Emergency,Hypertension,153,101,102,125.71,30.1,Low
PID-4241,Barbara,Williams,065-99-4602,82,Male,O-,Elective,COPD,135,118,70,128.33,35.2,High
PID-4242,Jennifer,Higgins,208-35-0400,24,Male,A+,Emergency,Heart Failure,155,74,67,150.25,25.8,Low
PID-4243,Emily,Richmond,193-31-7340,74,Female,AB-,Elective,COPD,127,67,102,86.35,,Moderate
PID-4244,Lisa,Forbes,046-73-7133,25,Female,B-,Emergency,COPD,163,82,63,120.41,39.0,Low
PID-4245,Angelica,Warner,811-30-0775,22,Female,O+,Urgent,COPD,174,115,65,88.06,30.9,Low
PID-4246,Justin,Davis,377-59-7742,41,Male,A+,Elective,Heart Failure,175,72,76,141.6,35.5,Moderate
PID-4247,Amy,Brooks,381-93-9028,39,Female,O-,Emergency,COPD,160,63,108,118.6,25.7,Moderate
PID-4248,Amber,Flores,655-45-6669,87,Male,A-,Elective,Heart Failure,162,111,90,148.01,37.4,High
PID-4249,Gordon,Morales,479-45-4792,35,Female,B-,Elective,Heart Failure,104,116,92,161.58,22.8,Moderate
PID-4250,Dylan,Chambers,507-87-8885,39,Male,AB+,Elective,Heart Failure,141,74,76,106.79,31.4,Moderate
PID-4251,Ricky,Ali,089-78-4149,76,Male,AB+,Elective,Diabetes Type 2,175,80,101,145.55,34.2,Moderate
PID-4252,Nicole,Cook,368-83-7645,34,Male,B-,Elective,Pneumonia,157,113,66,108.35,18.9,Low
PID-4253,Shannon,Ryan,697-22-0701,68,Male,A+,Emergency,Heart Failure,162,82,90,126.68,33.3,Moderate
PID-4254,Matthew,Hull,641-19-9811,48,Female,O+,Emergency,COPD,106,107,98,66.11,30.6,Moderate
PID-4255,Matthew,Chen,763-21-9400,68,Female,A+,Elective,COPD,126,85,65,83.25,25.9,Moderate
PID-4256,Donald,Velasquez,211-89-6494,42,Male,AB+,Emergency,COPD,102,97,97,105.45,29.9,Moderate
PID-4257,Christopher,Barnes,115-65-8913,61,Female,AB-,Emergency,COPD,174,114,64,103.42,31.1,Moderate
PID-4258,Bobby,Garcia,005-33-9019,57,Male,O+,Emergency,Pneumonia,126,113,108,98.14,36.1,Low
PID-4259,Elizabeth,Martin,233-88-5487,54,Male,A+,Emergency,Heart Failure,149,71,104,132.45,37.9,Moderate
PID-4260,Tracy,Nguyen,857-48-8986,21,Female,AB+,Urgent,Diabetes Type 2,122,102,107,184.72,27.4,Low
PID-4261,Sharon,Mills,840-51-3590,37,Male,B-,Urgent,Heart Failure,128,82,100,121.1,32.1,Moderate
PID-4262,Barbara,Brady,705-97-1744,52,Male,AB+,Urgent,Hypertension,112,113,107,101.82,35.6,Low
PID-4263,Jeremiah,Schneider,160-89-3086,56,Male,B+,Emergency,Pneumonia,117,78,108,175.88,29.4,Low
PID-4264,Jennifer,Barry,517-14-8114,43,Male,A-,Elective,Diabetes Type 2,140,116,109,102.92,24.7,Low
PID-4265,Drew,Jones,314-31-6654,25,Male,AB-,Emergency,Heart Failure,155,88,82,136.46,35.4,Low
PID-4266,Kevin,Clark,654-13-3130,60,Female,A-,Elective,COPD,110,81,68,134.84,34.5,Moderate
PID-4267,Andrew,Johnson,124-27-3043,22,Female,AB-,Emergency,Pneumonia,130,81,63,86.08,25.9,Low
PID-4268,Maria,Becker,069-33-7416,33,Female,AB+,Urgent,Diabetes Type 2,169,112,81,69.83,,Low
PID-4269,Stephanie,Henderson,367-85-6603,88,Male,B+,Emergency,Pneumonia,134,111,69,94.58,21.2,Moderate
PID-4270,Alex,Harper,352-50-6143,19,Male,AB-,Emergency,Heart Failure,138,81,91,131.07,19.7,Low
PID-4271,Jared,Patterson,604-62-9722,88,Female,A-,Urgent,Heart Failure,139,113,97,120.35,26.3,High
PID-4272,Bobby,Henry,033-64-5237,47,Female,B+,Emergency,Diabetes Type 2,101,108,90,148.18,27.0,Low
PID-4273,Michael,Scott,485-50-8832,52,Female,A-,Urgent,COPD,141,92,80,110.75,25.6,Moderate
PID-4274,Kayla,Henderson,602-80-5752,68,Female,O-,Elective,COPD,115,92,85,111.41,34.9,Moderate
PID-4275,Stacy,Cohen,028-49-0634,58,Female,A+,Emergency,Diabetes Type 2,94,61,72,117.87,27.7,Low
PID-4276,Sydney,Blake,089-61-4132,42,Male,AB-,Emergency,COPD,133,73,64,152.37,22.9,Moderate
PID-4277,Amy,Miller,742-92-1541,29,Female,AB-,Elective,Asthma,164,63,102,121.41,25.9,Low
PID-4278,Shawn,Curry,248-78-7689,23,Male,O-,Emergency,Hypertension,104,101,90,117.39,22.0,Low
PID-4279,Austin,Collins,796-91-7393,71,Male,A-,Urgent,COPD,145,111,89,156.34,39.4,Moderate
PID-4280,Jay,Jenkins,011-88-2104,72,Female,AB-,Emergency,COPD,147,81,105,110.3,28.3,Moderate
PID-4281,Brittney,Leonard,029-65-7282,28,Male,AB-,Emergency,Asthma,136,90,99,161.22,26.3,Low
PID-4282,Cesar,White,282-90-9258,39,Female,A+,Emergency,Hypertension,145,76,97,106.38,24.8,Low
